prey_number,Symbol1,Symbol2,purification_plate,purification_row,purification_col,source_plate,source_row,source_col,conc_ngul,MW,unedit_bait_ul,unedit_prey_ul,ul_bait,ul_prey,ic50_calc,sat_calc,bait_protein_ul_withdouble,bait_protein_ic50,bait_BSA_total,bait_BSA_source1,prey_protein_ul_phase1,prey_protein_sat_phase1,prey_BSA1_phase1,prey_SAV_phase1,prey_BSA2_phase1,prey_protein_ul_phase2,prey_protein_sat_phase2,prey_BSA1_phase2,prey_SAV_phase2,prey_BSA2_phase2,total_vol_consumed,notes
611,CLC4M,,I,B,8,I,B,8,50.90276883,65440.016,0.064279427,0.032323369,0.128558853,0.032323369,777.8538567,55.24530232,85.04168158,42.52084079,32989.95832,1899.458318,13.47561248,13.47561248,730.9886732,297.7857143,19802.75,8.924482147,8.924482147,484.1112321,197.2142857,13114.75,107.4417762,
231,TNFSF10,,V,B,9,I,B,9,37.9611941,59687.11,0.078615954,0.039532594,0.157231909,0.039532594,636.0032191,45.17068318,104.0089075,52.00445376,32970.99109,1880.491092,16.4811385,16.4811385,727.9831472,297.7857143,19802.75,10.91494925,10.91494925,482.120765,197.2142857,13114.75,131.4049953,
609,SIRPA,,I,B,10,I,B,10,184.6451478,69164.116,0.018728929,0.009417976,0.037457857,0.009417976,2669.666852,189.6070208,24.77837261,12.3891863,33050.22163,1959.721627,3.926354007,3.926354007,740.5379317,297.7857143,19802.75,2.60030305,2.60030305,490.4354112,197.2142857,13114.75,31.30502966,
608,PTPRCAP,,I,B,11,I,B,11,68.32127289,35057.092,0.025656059,0.012901332,0.051312118,0.012901332,1948.857392,138.413167,33.9429659,16.97148295,33041.05703,1950.557034,5.378565505,5.378565505,739.0857202,297.7857143,19802.75,3.562057894,3.562057894,489.4736564,197.2142857,13114.75,42.8835893,
607,GPNMB,,I,B,12,I,B,12,173.7415475,100227.81,0.028843938,0.01450438,0.057687877,0.01450438,1733.466465,123.115516,38.16053056,19.08026528,33036.83947,1946.339469,6.046876219,6.046876219,738.4174095,297.7857143,19802.75,4.004659449,4.004659449,489.0310548,197.2142857,13114.75,48.21206623,
606,FZD9,,I,C,1,I,C,1,98.39643209,55730.255,0.028319246,0.014240535,0.056638492,0.014240535,1765.583741,125.3965725,37.46636225,18.73318112,33037.53364,1947.033638,5.936879063,5.936879063,738.5274067,297.7857143,19802.75,3.931811728,3.931811728,489.1039026,197.2142857,13114.75,47.33505304,
605,SELP,,I,C,2,I,C,2,50.10900889,121678.15,0.121413447,0.061053619,0.242826894,0.061053619,411.815999,29.24829538,134.613031,80.31499525,32940.38697,1849.886969,25.45325381,25.45325381,719.0110319,297.7857143,19802.75,16.85690424,16.85690424,476.1788101,197.2142857,13114.75,176.923189,
604,SDK2,,I,C,3,I,C,3,82.6452522,216333.86,0.130880997,0.065814444,0.261761994,0.065814444,382.0264299,27.13255894,131.4637452,86.57777947,32943.53625,1853.036255,27.43804178,27.43804178,717.0262439,297.7857143,19802.75,18.17136804,18.17136804,474.8643462,197.2142857,13114.75,177.073155,
603,MSRE,,I,C,4,I,C,4,145.6525815,90092.904,0.030927328,0.015552028,0.061854657,0.015552028,1616.693158,114.8219573,40.91685529,20.45842764,33034.08314,1943.583145,6.483640442,6.483640442,737.9806453,297.7857143,19802.75,4.29391491,4.29391491,488.7417994,197.2142857,13114.75,51.69441064,
602,MFI2,,I,C,5,I,C,5,74.69934835,98920.6,0.066212492,0.033295425,0.132424984,0.033295425,755.1445133,53.63242282,87.59912683,43.79956342,32987.40087,1896.900873,13.88086248,13.88086248,730.5834232,297.7857143,19802.75,9.192866709,9.192866709,483.8428476,197.2142857,13114.75,110.672856,
222,DSG1,,V,C,6,I,C,6,81.73590184,91081.809,0.055717137,0.02801776,0.111434274,0.02801776,897.3899699,63.73508309,73.71377241,36.8568862,33001.28623,1910.786228,11.6806043,11.6806043,732.7836814,297.7857143,19802.75,7.735703641,7.735703641,485.3000106,197.2142857,13114.75,93.13008035,
600,MUC24,,I,C,7,I,C,7,75.70323542,85861.246,0.056709099,0.028516576,0.113418199,0.028516576,881.6927188,62.6202215,75.02613846,37.51306923,32999.97386,1909.473862,11.8885604,11.8885604,732.5757253,297.7857143,19802.75,7.873426546,7.873426546,485.1622877,197.2142857,13114.75,94.78812541,
599,GGT1,,I,C,8,I,C,8,190.222967,95214.09,0.02502697,0.012584991,0.05005394,0.012584991,1997.84472,141.8923807,33.1106814,16.5553407,33041.88932,1951.389319,5.246682607,5.246682607,739.2176031,297.7857143,19802.75,3.474715922,3.474715922,489.5609984,197.2142857,13114.75,41.83207993,
598,IFNGR1,,I,C,9,I,C,9,173.4731128,63060.122,0.018175763,0.009139812,0.036351525,0.009139812,2750.916226,195.3775729,24.0465338,12.0232669,33050.95347,1960.453466,3.810387624,3.810387624,740.6538981,297.7857143,19802.75,2.523502094,2.523502094,490.5122122,197.2142857,13114.75,30.38042351,
597,PLXNC1,,I,C,10,I,C,10,98.27338512,144737.49,0.073640228,0.037030515,0.147280456,0.037030515,678.9767124,48.22277787,97.42602183,48.71301091,32977.57398,1887.073978,15.43802159,15.43802159,729.0262641,297.7857143,19802.75,10.22412511,10.22412511,482.8115892,197.2142857,13114.75,123.0881685,
217,CD209,,V,C,11,I,C,11,68.69477649,65205.479,0.047460289,0.023865745,0.094920578,0.023865745,1053.512336,74.82331931,62.78996244,31.39498122,33012.21004,1921.710038,9.949629241,9.949629241,734.5146565,297.7857143,19802.75,6.589332294,6.589332294,486.446382,197.2142857,13114.75,79.32892398,
595,CD1E,B2M,I,C,12,I,C,12,37.95319723,89727.624,0.118208255,0.059441865,0.236416509,0.059441865,422.9823051,30.04135689,135.6792062,78.1947604,32939.32079,1848.820794,24.78131358,24.78131358,719.6829721,297.7857143,19802.75,16.41189897,16.41189897,476.6238153,197.2142857,13114.75,176.8724188,
594,CSF3R,,I,D,1,I,D,1,87.63532193,98637.65,0.056277336,0.028299461,0.112554673,0.028299461,888.4571148,63.10064736,74.45491617,37.22745808,33000.54508,1910.045084,11.79804514,11.79804514,732.6662406,297.7857143,19802.75,7.81348108,7.81348108,485.2222332,197.2142857,13114.75,94.06644238,
593,ICAM4,,I,D,2,I,D,2,17.5472218,61236.41,0.174490329,0.087743708,0.348980657,0.087743708,286.5488326,20.35147959,116.957537,115.4253525,32958.04246,1867.542463,36.58035194,36.58035194,707.8839338,297.7857143,19802.75,24.22603783,24.22603783,468.8096765,197.2142857,13114.75,177.7639268,
592,CREL1,,I,D,3,I,D,3,244.6756305,63768.62,0.013031257,0.006552861,0.026062514,0.006552861,3836.928422,272.5091209,17.24035289,8.620176444,33057.75965,1967.259647,2.731887591,2.731887591,741.7323981,297.7857143,19802.75,1.809244816,1.809244816,491.2264695,197.2142857,13114.75,21.7814853,
591,GYPA,,I,D,4,I,D,4,207.3616142,61661.304,0.014868061,0.007476511,0.029736123,0.007476511,3362.913217,238.8432683,19.67044516,9.835222578,33055.32955,1964.829555,3.116957372,3.116957372,741.3473283,297.7857143,19802.75,2.064264645,2.064264645,490.9714496,197.2142857,13114.75,24.85166717,
590,NEGR1,,I,D,5,I,D,5,136.2993387,67644.812,0.024814798,0.012478299,0.049629597,0.012478299,2014.926713,143.1055904,32.82997817,16.41498909,33042.17002,1951.670022,5.202202678,5.202202678,739.262083,297.7857143,19802.75,3.445258238,3.445258238,489.590456,197.2142857,13114.75,41.47743909,
30,FCAR,,VII,D,6,I,D,6,62.32424985,63762.597,0.051153923,0.025723115,0.102307845,0.025723115,977.4421493,69.42060719,67.67663953,33.83831977,33007.32336,1916.82336,10.72396678,10.72396678,733.7403189,297.7857143,19802.75,7.102152145,7.102152145,485.9335621,197.2142857,13114.75,85.50275846,
588,JAM2,,I,D,7,I,D,7,218.4320778,58094.227,0.013298007,0.006686998,0.026596014,0.006686998,3759.96186,267.0427458,17.59326356,8.796631782,33057.40674,1966.906736,2.787809433,2.787809433,741.6764763,297.7857143,19802.75,1.846280126,1.846280126,491.1894342,197.2142857,13114.75,22.22735312,
208,CD36,,V,D,8,I,D,8,36.78095838,94583.78,0.128577101,0.064655914,0.257154202,0.064655914,388.8717323,27.61873099,132.2301131,85.05375231,32942.76989,1852.269887,26.9550504,26.9550504,717.5092353,297.7857143,19802.75,17.85149776,17.85149776,475.1842165,197.2142857,13114.75,177.0366613,
586,LEPR,,I,D,9,I,D,9,26.10397294,140762.59,0.269619093,0.135579887,0,0.135579887,185.4468075,13.17093804,0,82.74466614,33075,1984.5,56.52325474,56.52325474,687.941031,297.7857143,19802.75,37.4336067,37.4336067,455.6021076,197.2142857,13114.75,93.95686144,
585,F11R,,I,D,10,I,D,10,163.6314831,52975.975,0.016187586,0.008140043,0.032375173,0.008140043,3088.786626,219.3740501,21.41617664,10.70808832,33053.58382,1963.083823,3.393584087,3.393584087,741.0707016,297.7857143,19802.75,2.247465979,2.247465979,490.7882483,197.2142857,13114.75,27.05722671,
584,SLAMF1,,I,D,11,I,D,11,131.575756,66278.32,0.025186372,0.012665147,0.050372745,0.012665147,1985.200531,140.9943559,33.32157078,16.66078539,33041.67843,1951.178429,5.280099909,5.280099909,739.1841858,297.7857143,19802.75,3.49684717,3.49684717,489.5388671,197.2142857,13114.75,42.09851786,
28,TMEM9B,,VII,D,8,I,D,12,126.8452518,40663.719,0.016028869,0.008060231,0.032057738,0.008060231,3119.371639,221.5462812,21.20619396,10.60309698,33053.79381,1963.293806,3.360310459,3.360310459,741.1039753,297.7857143,19802.75,2.225429882,2.225429882,490.8102844,197.2142857,13114.75,26.7919343,
582,EVI2A,,I,E,1,I,E,1,94.63770001,59544.768,0.031459328,0.015819548,0.062918655,0.015819548,1589.353745,112.8802376,41.6206903,20.81034515,33033.37931,1942.87931,6.595169374,6.595169374,737.8691163,297.7857143,19802.75,4.367777079,4.367777079,488.6679372,197.2142857,13114.75,52.58363676,
581,NAR4,,I,E,2,I,E,2,61.3330819,63670.184,0.051905254,0.026100928,0.103810508,0.026100928,963.293618,68.41573991,68.67065116,34.33532558,33006.32935,1915.829349,10.88147679,10.88147679,733.5828089,297.7857143,19802.75,7.206466157,7.206466157,485.8292481,197.2142857,13114.75,86.7585941,
580,CLEC4D,,I,E,3,I,E,3,113.7432531,54837.869,0.024105988,0.012121868,0.048211975,0.012121868,2074.173471,147.3134568,31.89222161,15.9461108,33043.10778,1952.607778,5.053606792,5.053606792,739.4106789,297.7857143,19802.75,3.34684777,3.34684777,489.6888665,197.2142857,13114.75,40.29267617,
579,I18RA,,I,E,4,I,E,4,20.57277461,71741.908,0.174361284,0.087678817,0.348722568,0.087678817,286.760907,20.36654169,117.0004624,115.3399895,32957.99954,1867.499538,36.55329889,36.55329889,707.9109868,297.7857143,19802.75,24.20812143,24.20812143,468.8275929,197.2142857,13114.75,177.7618827,
578,LAMP3,,I,E,5,I,E,5,33.67343094,94651.369,0.140543102,0.070673103,0.281086205,0.070673103,355.7627459,25.26724048,128.2497424,92.96926218,32946.75026,1856.250258,29.46361659,29.46361659,715.0006691,297.7857143,19802.75,19.5128437,19.5128437,473.5228706,197.2142857,13114.75,177.2262027,
198,CLEC5A,,V,E,6,I,E,6,58.39021694,57106.355,0.048900619,0.024590026,0.097801238,0.024590026,1022.481945,72.61945634,64.69551889,32.34775944,33010.30448,1919.804481,10.25158165,10.25158165,734.2127041,297.7857143,19802.75,6.789306051,6.789306051,486.2464082,197.2142857,13114.75,81.73640659,
576,ITFG1,,I,E,7,I,E,7,123.9004299,100800.88,0.04067818,0.020455313,0.08135636,0.020455313,1229.160201,87.29830973,53.81723224,26.90861612,33021.18277,1930.682768,8.527820161,8.527820161,735.9364656,297.7857143,19802.75,5.647712032,5.647712032,487.3880023,197.2142857,13114.75,67.99276443,
575,PTPRE,,I,E,8,I,E,8,7.094253924,35004.67,0.246711426,0.124060603,0.493422851,0.124060603,202.6659278,14.39388692,92.93391134,90.58296292,32982.06609,1891.566089,51.72086525,51.72086525,692.7434205,297.7857143,19802.75,34.25313239,34.25313239,458.7825819,197.2142857,13114.75,178.907909,
195,PLX4,,V,E,9,I,E,9,61.65874178,142704.19,0.115720971,0.058191117,0.231441943,0.058191117,432.0738009,30.68705972,136.506576,76.54942265,32938.49342,1847.993424,24.25987672,24.25987672,720.204409,297.7857143,19802.75,16.06656743,16.06656743,476.9691469,197.2142857,13114.75,176.8330202,
573,BMR1A,,I,E,10,I,E,10,171.3418176,48815.82,0.014245156,0.007163279,0.028490313,0.007163279,3509.964958,249.2872839,18.846342,9.423170999,33056.15366,1965.653658,2.986370881,2.986370881,741.4779148,297.7857143,19802.75,1.977781243,1.977781243,491.057933,197.2142857,13114.75,23.81049412,
572,ST3GAL1,,I,E,11,I,E,11,156.9887756,69098.16,0.022007357,0.011066557,0.044014714,0.011066557,2271.967526,161.36133,29.11573305,14.55786653,33045.88427,1955.384267,4.613647432,4.613647432,739.8506383,297.7857143,19802.75,3.055476268,3.055476268,489.980238,197.2142857,13114.75,36.78485675,
192,FZD10,,V,E,12,I,E,12,153.7945673,58055.35,0.018874318,0.009491085,0.037748635,0.009491085,2649.102405,188.1464776,24.97072211,12.48536106,33050.02928,1959.529278,3.956833501,3.956833501,740.5074522,297.7857143,19802.75,2.620488678,2.620488678,490.4152256,197.2142857,13114.75,31.54804429,
570,TNFRSF10C,,I,F,1,I,F,1,114.0788306,66126.712,0.028982902,0.014574259,0.057965805,0.014574259,1725.155041,122.525216,38.34437973,19.17218986,33036.65562,1946.15562,6.076008759,6.076008759,738.388277,297.7857143,19802.75,4.023953031,4.023953031,489.0117613,197.2142857,13114.75,48.44434152,
190,CD33,,V,F,2,I,F,2,133.0987355,61993.443,0.023288517,0.011710797,0.046577034,0.011710797,2146.980858,152.484436,30.81070786,15.40535393,33044.18929,1953.689292,4.882231298,4.882231298,739.5820544,297.7857143,19802.75,3.233351071,3.233351071,489.8023632,197.2142857,13114.75,38.92629023,
568,TMEM2,,I,F,3,I,F,3,23.38526055,167247.85,0.357592445,0.179817915,0,0.179817915,139.8239831,9.930680615,60.5,52.64289954,33014.5,1924,74.96608889,74.96608889,669.4981968,297.7857143,19802.75,49.64772641,49.64772641,443.3879879,197.2142857,13114.75,185.1138153,"should be 92, but only have 61"
567,FCMR,,I,F,4,I,F,4,18.94531084,38927.004,0.102735195,0.051661127,0.20547039,0.051661127,486.6881315,34.56591843,135.9186627,67.95933137,32939.08134,1848.581337,21.53752365,21.53752365,722.9267621,297.7857143,19802.75,14.26363704,14.26363704,478.7720772,197.2142857,13114.75,171.7198234,
566,APP,,I,F,5,I,F,5,164.9977063,108879.37,0.032994207,0.016591373,0.065988414,0.016591373,1515.417533,107.6290861,43.65133606,21.82566803,33031.34866,1940.848664,6.916943294,6.916943294,737.5473424,297.7857143,19802.75,4.580878013,4.580878013,488.4548363,197.2142857,13114.75,55.14915737,
565,ENPP3,,I,F,6,I,F,6,174.7122554,121139.43,0.034668269,0.017433187,0.069336538,0.017433187,1442.241022,102.4318908,45.86612014,22.93306007,33029.13388,1938.63388,7.267895574,7.267895574,737.1963901,297.7857143,19802.75,4.813302874,4.813302874,488.2224114,197.2142857,13114.75,57.94731859,
564,SLAMF8,,I,F,7,I,F,7,175.8003896,57048.617,0.016225395,0.008159056,0.032450791,0.008159056,3081.588983,218.8628539,21.46619824,10.73309912,33053.5338,1963.033802,3.401510455,3.401510455,741.0627753,297.7857143,19802.75,2.252715367,2.252715367,490.7829989,197.2142857,13114.75,27.12042406,
563,FCGR3A,,I,F,8,I,F,8,120.1791222,61804.058,0.025713309,0.012930121,0.051426618,0.012930121,1944.518306,138.1049933,34.01870776,17.00935388,33040.98129,1950.481292,5.390567478,5.390567478,739.0737182,297.7857143,19802.75,3.57000643,3.57000643,489.4657079,197.2142857,13114.75,42.97928167,
562,TMM8A,,I,F,9,I,F,9,20.0252113,91003.4,0.227222072,0.114260242,0.454444144,0.114260242,220.0490455,15.62848334,99.41685004,97.25161846,32975.58315,1885.08315,47.63509481,47.63509481,696.8291909,297.7857143,19802.75,31.54725276,31.54725276,461.4884615,197.2142857,13114.75,178.5991976,
561,TLR6,,I,F,10,I,F,10,119.2236906,83894.85,0.0351838,0.017692425,0.0703676,0.017692425,1421.108573,100.9310066,46.54816757,23.27408379,33028.45183,1937.951832,7.375972069,7.375972069,737.0883136,297.7857143,19802.75,4.8848786,4.8848786,488.1508357,197.2142857,13114.75,58.80901824,
560,CD59,,I,F,11,I,F,11,218.0353889,43979.194,0.010085334,0.005071482,0.020170668,0.005071482,4957.694061,352.1089532,13.34289676,6.671448378,33061.6571,1971.157103,2.114300926,2.114300926,742.3499848,297.7857143,19802.75,1.400236233,1.400236233,491.6354781,197.2142857,13114.75,16.85743391,
559,ITGAV,ITGB3,I,F,12,I,F,12,79.49470632,225179.12,0.141631519,0.071220421,0.283263038,0.071220421,353.0287636,25.0730656,127.8876916,93.68924975,32947.11231,1856.612308,29.69179348,29.69179348,714.7724922,297.7857143,19802.75,19.66395822,19.66395822,473.3717561,197.2142857,13114.75,177.2434433,
558,TLR2,,I,G,1,I,G,1,31.49030088,101488.5,0.161142474,0.081031644,0.322284949,0.081031644,310.2844252,22.0372461,121.3975674,106.5957467,32953.60243,1863.102433,33.78209247,33.78209247,710.6821932,297.7857143,19802.75,22.37283697,22.37283697,470.6628773,197.2142857,13114.75,177.5524968,
557,AMPE,,I,G,2,I,G,2,33.00438583,174101.9,0.263755703,0.132631439,0.527511407,0.132631439,189.5693604,13.46373298,87.26430283,84.75093705,32987.7357,1897.235697,55.29404709,55.29404709,689.1702386,297.7857143,19802.75,36.61954042,36.61954042,456.4161739,197.2142857,13114.75,179.1778903,
556,IL17RA,,I,G,3,I,G,3,145.8133198,72386.86,0.024821758,0.012481799,0.049643517,0.012481799,2014.36172,143.065463,32.83918641,16.4195932,33042.16081,1951.660814,5.203661805,5.203661805,739.2606239,297.7857143,19802.75,3.446224573,3.446224573,489.5894897,197.2142857,13114.75,41.48907278,
555,CDH13,,I,G,4,I,G,4,220.0480332,106340.89,0.024163108,0.012150592,0.048326217,0.012150592,2069.270186,146.9652121,31.96779253,15.98389627,33043.03221,1952.532207,5.065581679,5.065581679,739.398704,297.7857143,19802.75,3.354778368,3.354778368,489.6809359,197.2142857,13114.75,40.38815258,
554,SIGIRR,,I,G,5,I,G,5,181.8071471,53410.555,0.014688794,0.007386365,0.029377588,0.007386365,3403.955401,241.7581961,19.43327459,9.716637296,33055.56673,1965.066725,3.079375582,3.079375582,741.3849101,297.7857143,19802.75,2.039375385,2.039375385,490.9963389,197.2142857,13114.75,24.55202556,
553,ANPEP,,I,G,6,I,G,6,53.13791638,162457.6,0.152864104,0.076868807,0.305728209,0.076868807,327.0879071,23.23067522,124.1512843,101.1196051,32950.84872,1860.348716,32.04660556,32.04660556,712.4176802,297.7857143,19802.75,21.22347756,21.22347756,471.8122367,197.2142857,13114.75,177.4213674,
552,TNFRSF10A,,I,G,7,I,G,7,83.69882476,50028.766,0.029886182,0.01502848,0.059772364,0.01502848,1673.013977,118.8220154,39.53941863,19.76970931,33035.46058,1944.960581,6.265373325,6.265373325,738.1989124,297.7857143,19802.75,4.149363337,4.149363337,488.8863509,197.2142857,13114.75,49.95415529,
551,LMAN2L,,I,G,8,I,G,8,120.3625894,60170.622,0.024995566,0.012569199,0.049991133,0.012569199,2000.354748,142.0706497,33.06913439,16.5345672,33041.93087,1951.430866,5.240099114,5.240099114,739.2241866,297.7857143,19802.75,3.470355877,3.470355877,489.5653584,197.2142857,13114.75,41.77958938,
550,TNFRSF18,,I,G,9,I,G,9,118.2525683,49080.459,0.020752386,0.010435486,0.041504772,0.010435486,2409.361499,171.1194246,27.45540677,13.72770338,33047.54459,1957.044593,4.350553932,4.350553932,740.1137318,297.7857143,19802.75,2.881237565,2.881237565,490.1544767,197.2142857,13114.75,34.68719826,
549,TMEM123,,I,G,10,I,G,10,138.2017966,82285.626,0.0297701,0.014970107,0.0595402,0.014970107,1679.537525,119.2853356,39.38584225,19.69292112,33035.61416,1945.114158,6.241037779,6.241037779,738.2232479,297.7857143,19802.75,4.133246656,4.133246656,488.9024676,197.2142857,13114.75,49.76012668,
548,CD300LF,,I,G,11,I,G,11,119.5078175,49513.729,0.020715686,0.010417031,0.041431372,0.010417031,2413.629915,171.4225792,27.40685288,13.70342644,33047.59315,1957.093147,4.342860136,4.342860136,740.1214256,297.7857143,19802.75,2.876142201,2.876142201,490.1595721,197.2142857,13114.75,34.62585522,
547,CXCL16,,I,G,12,I,G,12,112.5635654,57891.059,0.02571483,0.012930886,0.05142966,0.012930886,1944.403286,138.0968243,34.02072012,17.01036006,33040.97928,1950.47928,5.390886354,5.390886354,739.0733994,297.7857143,19802.75,3.570217612,3.570217612,489.4654967,197.2142857,13114.75,42.98182409,
546,GPA33,,I,H,1,I,H,1,174.1445404,59424.21,0.017061749,0.008579623,0.034123499,0.008579623,2930.531856,208.1343648,22.57269439,11.2863472,33052.42731,1961.927306,3.576844634,3.576844634,740.8874411,297.7857143,19802.75,2.368833781,2.368833781,490.6668805,197.2142857,13114.75,28.51837281,
